"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116"
"1",1,0.876974170423623,1,1,1,1,1,0.912411477600129,0.907084273304958,0.876974170423623,1,1,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.860331883649546,0.87155495443387,0.879423653560768,0.87155495443387,0.828118723698844,0.879423653560768,0.849733780842709,0.859925256460341,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.517165031201205,0.517165031201205,0.517165031201205,0.517165031201205,0.517165031201205,0.782013655702413,0.782013655702413,0.782013655702413,0.782013655702413,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.714380509550835,0.714380509550835,0.714380509550835,0.714380509550835,0.714380509550835,0.810957850662868,0.810957850662868,0.810957850662868,0.810957850662868,0.810957850662868,0.92631587203412,0.92631587203412,0.92631587203412,0.92631587203412,0.738526357539391,0.738526357539391,0.738526357539391,0.781827475091265,0.781827475091265,0.781827475091265,0.841673046576717,0.841673046576717,0.841673046576717,0.841673046576717,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.412543298359337,0.363978387602796,0.363978387602796,0.363978387602796,0.589780213778278,0.589780213778278,0.589780213778278,0.525662726839721,0.525662726839721,0.525662726839721,0.557859050292978,0.557859050292978,0.557859050292978,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.481372764703753,0.525662726839721,0.525662726839721,0.525662726839721,0.342306108293159,0.342306108293159,0.342306108293159,0.342306108293159,0.537726671392823,0.537726671392823,0.537726671392823,0.537726671392823
"2",0.876974170423623,1,0.876974170423623,0.876974170423623,0.876974170423623,0.876974170423623,0.876974170423623,0.848367241285055,0.896407962744802,1,0.876974170423623,0.876974170423623,0.810418094955221,0.810418094955221,0.810418094955221,0.810418094955221,0.810418094955221,0.810418094955221,0.812011710834579,0.810418094955221,0.838861826270468,0.810418094955221,0.80815230691731,0.838861826270468,0.835179620543536,0.796907006623665,0.693432506480716,0.693432506480716,0.693432506480716,0.693432506480716,0.693432506480716,0.693432506480716,0.693432506480716,0.693432506480716,0.771127399127983,0.771127399127983,0.771127399127983,0.771127399127983,0.771127399127983,0.771127399127983,0.498622534534504,0.498622534534504,0.498622534534504,0.498622534534504,0.498622534534504,0.752433448153078,0.752433448153078,0.752433448153078,0.752433448153078,0.752738147755172,0.752738147755172,0.752738147755172,0.752738147755172,0.752738147755172,0.752738147755172,0.839273035833389,0.839273035833389,0.839273035833389,0.839273035833389,0.839273035833389,0.826191919016202,0.826191919016202,0.826191919016202,0.826191919016202,0.826191919016202,0.838400182534998,0.838400182534998,0.838400182534998,0.838400182534998,0.688515659718895,0.688515659718895,0.688515659718895,0.766629316918238,0.766629316918238,0.766629316918238,0.850935636439209,0.850935636439209,0.850935636439209,0.850935636439209,0.426473192399438,0.426473192399438,0.426473192399438,0.426473192399438,0.426473192399438,0.426473192399438,0.407778633908015,0.313059924177285,0.313059924177285,0.313059924177285,0.515399336515429,0.515399336515429,0.515399336515429,0.446701313427915,0.446701313427915,0.446701313427915,0.576732057351459,0.576732057351459,0.576732057351459,0.516588168776944,0.516588168776944,0.516588168776944,0.516588168776944,0.516588168776944,0.516588168776944,0.450082775465426,0.446701313427915,0.446701313427915,0.446701313427915,0.335062184355122,0.335062184355122,0.335062184355122,0.335062184355122,0.491490871507517,0.491490871507517,0.491490871507517,0.491490871507517
"3",1,0.876974170423623,1,1,1,1,1,0.912411477600129,0.907084273304958,0.876974170423623,1,1,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.860331883649546,0.87155495443387,0.879423653560768,0.87155495443387,0.828118723698844,0.879423653560768,0.849733780842709,0.859925256460341,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.517165031201205,0.517165031201205,0.517165031201205,0.517165031201205,0.517165031201205,0.782013655702413,0.782013655702413,0.782013655702413,0.782013655702413,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.714380509550835,0.714380509550835,0.714380509550835,0.714380509550835,0.714380509550835,0.810957850662868,0.810957850662868,0.810957850662868,0.810957850662868,0.810957850662868,0.92631587203412,0.92631587203412,0.92631587203412,0.92631587203412,0.738526357539391,0.738526357539391,0.738526357539391,0.781827475091265,0.781827475091265,0.781827475091265,0.841673046576717,0.841673046576717,0.841673046576717,0.841673046576717,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.412543298359337,0.363978387602796,0.363978387602796,0.363978387602796,0.589780213778278,0.589780213778278,0.589780213778278,0.525662726839721,0.525662726839721,0.525662726839721,0.557859050292978,0.557859050292978,0.557859050292978,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.481372764703753,0.525662726839721,0.525662726839721,0.525662726839721,0.342306108293159,0.342306108293159,0.342306108293159,0.342306108293159,0.537726671392823,0.537726671392823,0.537726671392823,0.537726671392823
"4",1,0.876974170423623,1,1,1,1,1,0.912411477600129,0.907084273304958,0.876974170423623,1,1,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.860331883649546,0.87155495443387,0.879423653560768,0.87155495443387,0.828118723698844,0.879423653560768,0.849733780842709,0.859925256460341,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.517165031201205,0.517165031201205,0.517165031201205,0.517165031201205,0.517165031201205,0.782013655702413,0.782013655702413,0.782013655702413,0.782013655702413,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.714380509550835,0.714380509550835,0.714380509550835,0.714380509550835,0.714380509550835,0.810957850662868,0.810957850662868,0.810957850662868,0.810957850662868,0.810957850662868,0.92631587203412,0.92631587203412,0.92631587203412,0.92631587203412,0.738526357539391,0.738526357539391,0.738526357539391,0.781827475091265,0.781827475091265,0.781827475091265,0.841673046576717,0.841673046576717,0.841673046576717,0.841673046576717,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.412543298359337,0.363978387602796,0.363978387602796,0.363978387602796,0.589780213778278,0.589780213778278,0.589780213778278,0.525662726839721,0.525662726839721,0.525662726839721,0.557859050292978,0.557859050292978,0.557859050292978,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.481372764703753,0.525662726839721,0.525662726839721,0.525662726839721,0.342306108293159,0.342306108293159,0.342306108293159,0.342306108293159,0.537726671392823,0.537726671392823,0.537726671392823,0.537726671392823
"5",1,0.876974170423623,1,1,1,1,1,0.912411477600129,0.907084273304958,0.876974170423623,1,1,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.860331883649546,0.87155495443387,0.879423653560768,0.87155495443387,0.828118723698844,0.879423653560768,0.849733780842709,0.859925256460341,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.517165031201205,0.517165031201205,0.517165031201205,0.517165031201205,0.517165031201205,0.782013655702413,0.782013655702413,0.782013655702413,0.782013655702413,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.714380509550835,0.714380509550835,0.714380509550835,0.714380509550835,0.714380509550835,0.810957850662868,0.810957850662868,0.810957850662868,0.810957850662868,0.810957850662868,0.92631587203412,0.92631587203412,0.92631587203412,0.92631587203412,0.738526357539391,0.738526357539391,0.738526357539391,0.781827475091265,0.781827475091265,0.781827475091265,0.841673046576717,0.841673046576717,0.841673046576717,0.841673046576717,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.412543298359337,0.363978387602796,0.363978387602796,0.363978387602796,0.589780213778278,0.589780213778278,0.589780213778278,0.525662726839721,0.525662726839721,0.525662726839721,0.557859050292978,0.557859050292978,0.557859050292978,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.481372764703753,0.525662726839721,0.525662726839721,0.525662726839721,0.342306108293159,0.342306108293159,0.342306108293159,0.342306108293159,0.537726671392823,0.537726671392823,0.537726671392823,0.537726671392823
"6",1,0.876974170423623,1,1,1,1,1,0.912411477600129,0.907084273304958,0.876974170423623,1,1,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.860331883649546,0.87155495443387,0.879423653560768,0.87155495443387,0.828118723698844,0.879423653560768,0.849733780842709,0.859925256460341,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.517165031201205,0.517165031201205,0.517165031201205,0.517165031201205,0.517165031201205,0.782013655702413,0.782013655702413,0.782013655702413,0.782013655702413,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.714380509550835,0.714380509550835,0.714380509550835,0.714380509550835,0.714380509550835,0.810957850662868,0.810957850662868,0.810957850662868,0.810957850662868,0.810957850662868,0.92631587203412,0.92631587203412,0.92631587203412,0.92631587203412,0.738526357539391,0.738526357539391,0.738526357539391,0.781827475091265,0.781827475091265,0.781827475091265,0.841673046576717,0.841673046576717,0.841673046576717,0.841673046576717,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.412543298359337,0.363978387602796,0.363978387602796,0.363978387602796,0.589780213778278,0.589780213778278,0.589780213778278,0.525662726839721,0.525662726839721,0.525662726839721,0.557859050292978,0.557859050292978,0.557859050292978,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.481372764703753,0.525662726839721,0.525662726839721,0.525662726839721,0.342306108293159,0.342306108293159,0.342306108293159,0.342306108293159,0.537726671392823,0.537726671392823,0.537726671392823,0.537726671392823
"7",1,0.876974170423623,1,1,1,1,1,0.912411477600129,0.907084273304958,0.876974170423623,1,1,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.87155495443387,0.860331883649546,0.87155495443387,0.879423653560768,0.87155495443387,0.828118723698844,0.879423653560768,0.849733780842709,0.859925256460341,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.764001778490455,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.787194748554584,0.517165031201205,0.517165031201205,0.517165031201205,0.517165031201205,0.517165031201205,0.782013655702413,0.782013655702413,0.782013655702413,0.782013655702413,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.818672999022818,0.714380509550835,0.714380509550835,0.714380509550835,0.714380509550835,0.714380509550835,0.810957850662868,0.810957850662868,0.810957850662868,0.810957850662868,0.810957850662868,0.92631587203412,0.92631587203412,0.92631587203412,0.92631587203412,0.738526357539391,0.738526357539391,0.738526357539391,0.781827475091265,0.781827475091265,0.781827475091265,0.841673046576717,0.841673046576717,0.841673046576717,0.841673046576717,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.430190788176562,0.412543298359337,0.363978387602796,0.363978387602796,0.363978387602796,0.589780213778278,0.589780213778278,0.589780213778278,0.525662726839721,0.525662726839721,0.525662726839721,0.557859050292978,0.557859050292978,0.557859050292978,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.553038893428902,0.481372764703753,0.525662726839721,0.525662726839721,0.525662726839721,0.342306108293159,0.342306108293159,0.342306108293159,0.342306108293159,0.537726671392823,0.537726671392823,0.537726671392823,0.537726671392823
"8",0.912411477600129,0.848367241285055,0.912411477600129,0.912411477600129,0.912411477600129,0.912411477600129,0.912411477600129,1,0.914629409200471,0.848367241285055,0.912411477600129,0.912411477600129,0.839657716319997,0.839657716319997,0.839657716319997,0.839657716319997,0.839657716319997,0.839657716319997,0.838263153892197,0.839657716319997,0.855333199838873,0.839657716319997,0.813986588462051,0.855333199838873,0.852292813552321,0.836339360149855,0.781926438113409,0.781926438113409,0.781926438113409,0.781926438113409,0.781926438113409,0.781926438113409,0.781926438113409,0.781926438113409,0.822949452135275,0.822949452135275,0.822949452135275,0.822949452135275,0.822949452135275,0.822949452135275,0.576862397910251,0.576862397910251,0.576862397910251,0.576862397910251,0.576862397910251,0.785888980898238,0.785888980898238,0.785888980898238,0.785888980898238,0.799601313041821,0.799601313041821,0.799601313041821,0.799601313041821,0.799601313041821,0.799601313041821,0.677874726436512,0.677874726436512,0.677874726436512,0.677874726436512,0.677874726436512,0.787409328871569,0.787409328871569,0.787409328871569,0.787409328871569,0.787409328871569,0.869810462014002,0.869810462014002,0.869810462014002,0.869810462014002,0.748330338469683,0.748330338469683,0.748330338469683,0.781858121801344,0.781858121801344,0.781858121801344,0.8231178471088,0.8231178471088,0.8231178471088,0.8231178471088,0.410709474483982,0.410709474483982,0.410709474483982,0.410709474483982,0.410709474483982,0.410709474483982,0.415617578377845,0.374011376378501,0.374011376378501,0.374011376378501,0.593631741470836,0.593631741470836,0.593631741470836,0.51853459154697,0.51853459154697,0.51853459154697,0.562985677408009,0.562985677408009,0.562985677408009,0.564822792237056,0.564822792237056,0.564822792237056,0.564822792237056,0.564822792237056,0.564822792237056,0.48822535909662,0.51853459154697,0.51853459154697,0.51853459154697,0.326775539761644,0.326775539761644,0.326775539761644,0.326775539761644,0.54835796170975,0.54835796170975,0.54835796170975,0.54835796170975
"9",0.907084273304958,0.896407962744802,0.907084273304958,0.907084273304958,0.907084273304958,0.907084273304958,0.907084273304958,0.914629409200471,1,0.896407962744802,0.907084273304958,0.907084273304958,0.819820673723537,0.819820673723537,0.819820673723537,0.819820673723537,0.819820673723537,0.819820673723537,0.85005139479412,0.819820673723537,0.848093518358758,0.819820673723537,0.806408431613704,0.848093518358758,0.859174180775468,0.818265520864361,0.810519770513201,0.810519770513201,0.810519770513201,0.810519770513201,0.810519770513201,0.810519770513201,0.810519770513201,0.810519770513201,0.848533734557211,0.848533734557211,0.848533734557211,0.848533734557211,0.848533734557211,0.848533734557211,0.549236245298073,0.549236245298073,0.549236245298073,0.549236245298073,0.549236245298073,0.828096293703026,0.828096293703026,0.828096293703026,0.828096293703026,0.842925515957932,0.842925515957932,0.842925515957932,0.842925515957932,0.842925515957932,0.842925515957932,0.792297830181236,0.792297830181236,0.792297830181236,0.792297830181236,0.792297830181236,0.856636084939606,0.856636084939606,0.856636084939606,0.856636084939606,0.856636084939606,0.871865117620736,0.871865117620736,0.871865117620736,0.871865117620736,0.74601512564382,0.74601512564382,0.74601512564382,0.853826374895558,0.853826374895558,0.853826374895558,0.866147804850063,0.866147804850063,0.866147804850063,0.866147804850063,0.44968644057166,0.44968644057166,0.44968644057166,0.44968644057166,0.44968644057166,0.44968644057166,0.483560265076885,0.420309900934464,0.420309900934464,0.420309900934464,0.619329028583172,0.619329028583172,0.619329028583172,0.573612764913504,0.573612764913504,0.573612764913504,0.586842215257346,0.586842215257346,0.586842215257346,0.565044191462051,0.565044191462051,0.565044191462051,0.565044191462051,0.565044191462051,0.565044191462051,0.48075736265805,0.573612764913504,0.573612764913504,0.573612764913504,0.301732392546708,0.301732392546708,0.301732392546708,0.301732392546708,0.548909034350369,0.548909034350369,0.548909034350369,0.548909034350369
"10",0.876974170423623,1,0.876974170423623,0.876974170423623,0.876974170423623,0.876974170423623,0.876974170423623,0.848367241285055,0.896407962744802,1,0.876974170423623,0.876974170423623,0.810418094955221,0.810418094955221,0.810418094955221,0.810418094955221,0.810418094955221,0.810418094955221,0.812011710834579,0.810418094955221,0.838861826270468,0.810418094955221,0.80815230691731,0.838861826270468,0.835179620543536,0.796907006623665,0.693432506480716,0.693432506480716,0.693432506480716,0.693432506480716,0.693432506480716,0.693432506480716,0.693432506480716,0.693432506480716,0.771127399127983,0.771127399127983,0.771127399127983,0.771127399127983,0.771127399127983,0.771127399127983,0.498622534534504,0.498622534534504,0.498622534534504,0.498622534534504,0.498622534534504,0.752433448153078,0.752433448153078,0.752433448153078,0.752433448153078,0.752738147755172,0.752738147755172,0.752738147755172,0.752738147755172,0.752738147755172,0.752738147755172,0.839273035833389,0.839273035833389,0.839273035833389,0.839273035833389,0.839273035833389,0.826191919016202,0.826191919016202,0.826191919016202,0.826191919016202,0.826191919016202,0.838400182534998,0.838400182534998,0.838400182534998,0.838400182534998,0.688515659718895,0.688515659718895,0.688515659718895,0.766629316918238,0.766629316918238,0.766629316918238,0.850935636439209,0.850935636439209,0.850935636439209,0.850935636439209,0.426473192399438,0.426473192399438,0.426473192399438,0.426473192399438,0.426473192399438,0.426473192399438,0.407778633908015,0.313059924177285,0.313059924177285,0.313059924177285,0.515399336515429,0.515399336515429,0.515399336515429,0.446701313427915,0.446701313427915,0.446701313427915,0.576732057351459,0.576732057351459,0.576732057351459,0.516588168776944,0.516588168776944,0.516588168776944,0.516588168776944,0.516588168776944,0.516588168776944,0.450082775465426,0.446701313427915,0.446701313427915,0.446701313427915,0.335062184355122,0.335062184355122,0.335062184355122,0.335062184355122,0.491490871507517,0.491490871507517,0.491490871507517,0.491490871507517
